product_id,product_name,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_price
5bd318d221da74df4ee531dbe407e151,Practical USB Adapter,informatica_acessorios,25,653,2,353,29,9,14,288.21
d5abd3b28e2a7a0da8f0a4617f9188d6,purple Phone Case,telefonia,53,412,3,100,19,3,11,336.77
ae1d83f17a79da9d43ac1284316cbf2b,Granite Kitchen Tool,utilidades_domesticas,60,644,2,1100,18,9,18,188.94
7620a27f1d6747511f1c6f0ddb63c0ef,white Flower Arrangement,flores,52,225,1,850,16,11,11,416.83
5087755ce445ac09967f7528809f154e,Intelligent Standard Product,construcao_ferramentas_ferramentas,40,186,1,463,19,17,17,409.83
8b0d2841b3c1d9a16e7e86fce9a35a78,Soft Kitchen Tool,utilidades_domesticas,42,519,1,2900,25,25,25,212.98
f89594c3583443e5e0d464e97284835d,Licensed Standard Product,cool_stuff,49,81,2,400,18,14,14,166.07
eadb1b7e01cc1cffae6481602d1ce7dc,Small Standard Product,malas_acessorios,41,1345,2,283,21,16,23,275.81
3d6c02b4d1a6c303569fe075e0c01831,Small Large Product,moveis_decoracao,57,2042,2,3000,69,11,11,496.64
b694ddbde0943a2ebcaa7bb2777dbf4b,Steel Kitchen Tool,utilidades_domesticas,31,226,1,2650,23,23,23,453.52
2c1b63caa55c07dac2ed3b6167bababd,Incredible USB Adapter,informatica_acessorios,51,2243,3,900,20,30,20,298.09
d153700e4a62e8079fc5d05db31e6003,Ergonomic Skin Care Set,beleza_saude,30,1418,1,232,35,9,20,212.74
6cad28878d72af7730d0956a292fa125,Extra Large Rubber Office Furniture,moveis_escritorio,46,1775,1,6500,58,28,58,277.18
9df597081d18ddb0f995470f3203d467,Sleek USB Adapter,informatica_acessorios,59,410,1,300,16,8,11,48.25
4094a0149a0f4da09703696fe235617c,Intelligent Standard Product,moveis_decoracao,60,473,1,800,30,3,19,274.01
a2383392185fd006ff9117e6a8eb2afb,Metal Kitchen Tool,utilidades_domesticas,60,382,1,7150,35,35,35,307.72
d79c712e7afe8f0fd59b749ee1e4fc97,Tasty Compact Product,relogios_presentes,58,891,8,250,16,2,11,208.92
eaa53c85856d19bc9f611f5628b4ce7b,Handmade Large Product,construcao_ferramentas_iluminacao,56,290,4,600,38,15,25,168.92
ecbd7c0c31f1779002f5a78b2a1873ae,Gentle Baby Care Item,bebes,60,362,2,183,22,11,22,45.01
39c4b45f85d57630198b4da1688c13a0,Fantastic Kids Toy Set,brinquedos,33,234,1,578,33,19,33,46.97
b1851a67aab3aafb8c62f81b64d31278,Handcrafted Extra Large Product,cama_mesa_banho,35,762,1,8700,33,44,33,479.52
01b0238705b6ae8e35c6fea837e6ae4a,Practical Skin Care Set,beleza_saude,57,460,1,900,20,4,11,129.48
e8eb2bde4e37bfe54219bcae2d1baaf5,Rustic Sports Accessory,esporte_lazer,40,579,1,3000,31,37,31,497.05
b62f6ab449278bcd1e009b0b1acab2d0,Generic Large Product,automotivo,56,695,6,3900,47,19,23,171.35
7c4bc321009f51cefbb3877de6b98bae,Practical Large Product,cama_mesa_banho,58,268,1,3600,41,8,36,445.95
7737a63b27d4c4ec7592e8429ad7f554,Practical Sports Accessory,esporte_lazer,57,932,2,800,30,20,20,366.14
6400587d9225c4ea09f3d5ae53860c11,Ergonomic Extra Large Product,moveis_decoracao,60,517,2,2800,35,30,35,288.94
93582a7d8a16b7f7fb4992be2c91b659,Handmade Sports Accessory,esporte_lazer,39,767,2,500,25,4,22,360.30
b0c89945c034268074f5f80b362bda34,Small Standard Product,cama_mesa_banho,60,612,1,550,16,10,16,224.00
e0a36dd15c245dbe1a52080fd6d048b2,Fantastic Sports Accessory,esporte_lazer,28,645,1,500,28,25,25,119.89
a15665e2f4e7dbf282a846552c8be1ee,Incredible Extra Large Product,moveis_decoracao,44,218,1,1300,40,30,40,197.29
2da57168cd8fff36cb88b21369ce7e6d,Refined Large Product,automotivo,45,1014,3,3750,40,15,15,440.61
0a8699af8de9f3c25f80fe9b530df153,Rustic Large Product,moveis_decoracao,53,1988,3,2500,65,8,45,134.58
8dfb03487cbe37c4d46e3e372a7df1b7,Intelligent Extra Large Product,cama_mesa_banho,38,2119,2,18050,85,23,55,460.78
292fb25ba428fb067c8b7cf3f70b58be,Incredible Large Product,cama_mesa_banho,58,663,1,2200,29,8,38,343.95
c686d4fd1e845efd1b98db8220f0af3b,Incredible Extra Large Product,cama_mesa_banho,54,273,1,3050,48,16,38,362.94
cf6020146772dc8cdcd583c1651170a1,Sleek Extra Large Product,papelaria,59,223,4,5150,60,20,29,320.66
bcb48104679f1706dfa33164ed3c87fe,Handmade Standard Product,casa_construcao,45,595,4,450,17,20,17,273.44
81bc8fd12691dc4b290dc8c668532e1e,Ergonomic Large Product,casa_construcao,55,1500,1,1250,25,43,17,185.54
3b3c3503539e7f917eb57a8d4bfa69f0,Rustic Extra Large Product,cool_stuff,47,738,5,9350,50,28,40,301.29
ef2fb3a493929907466587fecb5611e2,Sleek Large Product,cool_stuff,38,195,1,567,35,27,17,124.64
37b57a225c7a1f044857d1dde7d18750,Handcrafted Musical Instrument,instrumentos_musicais,50,905,9,1300,42,8,38,190.64
9b83697904aaffc71f44ffe33b3c69be,Incredible Standard Product,ferramentas_jardim,37,233,1,900,32,13,18,432.46
2aae44062520332404c7c026b7cb03c1,Practical Standard Product,papelaria,51,479,4,450,24,4,20,114.96
44980f2abfac3c9364a666403350799b,Incredible Sports Accessory,esporte_lazer,46,1230,3,850,30,23,15,76.55
417d9668b1146c16947abb8c344996e8,Ergonomic Standard Product,eletroportateis,55,1240,2,800,21,17,18,84.48
be3d221fd98c71e1a8dabefc71e4101d,Tasty Large Product,alimentos_bebidas,59,1461,1,400,28,15,20,263.03
1cd17c8beea6f950dcdcb8e514d1fdfb,Handcrafted Large Product,cine_foto,56,829,1,850,30,13,30,218.11
4f4cb88d59fa6aa0e19c3b28b427ebe5,Refined USB Adapter,informatica_acessorios,60,245,2,100,16,8,11,225.65
cfd5ddef75ca55424c2ff83ed2c2ad75,violet Phone Case,telefonia,53,599,1,200,19,4,11,380.82
40bc6155bfab13c191f9d5a72ebe12c7,black Phone Case,telefonia,55,2428,3,100,13,20,13,10.95
6e945cffb2e4e63d0ee8c5e7cfb717c7,Rustic Extra Large Product,malas_acessorios,44,179,1,1800,30,40,30,358.22
9420f15c30b82da057082b08883cdf5d,Gorgeous Kids Toy Set,brinquedos,51,416,1,665,20,25,16,141.49
9e927cd87b7c76f32f8f42ef2ede7923,Tasty Sports Accessory,esporte_lazer,42,194,1,600,18,3,15,55.70
80c8ded77011b1d2c8e3bdbff65eab23,Rustic Skin Care Set,beleza_saude,60,918,1,200,22,3,15,454.99
ad52cb93ae060c9bdd776831a915e94d,Small Sports Accessory,esporte_lazer,23,162,3,700,30,30,30,441.35
af532b7b70d7b3c1a2f042eb10fed9be,Practical Standard Product,relogios_presentes,50,532,2,235,16,14,14,223.06
1a2c16ff559425a46f2eba773fceb91d,Refined Fresh Perfume 30ml,perfumaria,32,2376,6,300,20,20,20,441.80
f16d9c6688f187efa6ce353d689d85fd,Large Frozen Office Furniture,moveis_escritorio,37,1259,1,8400,25,23,37,69.32
fde90f06296b26995fd0de6f16610d70,Gorgeous Standard Product,construcao_ferramentas_jardim,45,225,1,1650,22,14,14,431.32
541d7793096f512080b5b5c25ce3c44f,Small USB Adapter,informatica_acessorios,53,479,1,300,15,5,13,84.79
09e24bdfc054e52b9c4af78e3a286a98,Small Citrus Perfume 100ml,perfumaria,44,343,1,75,16,11,11,131.09
00d93a09990b319a7c946ed7a8c67656,Intelligent Large Product,moveis_decoracao,54,197,8,3400,42,16,26,121.04
4e4385e1755dee0c4c4b30aea0c0debd,Tasty Skin Care Set,beleza_saude,55,3948,1,1500,16,16,15,223.85
1957efa6b2babcb8552b5f3072108d41,Sleek Extra Large Product,cool_stuff,63,1383,4,15300,43,40,40,271.02
663672ba9d02ab854b20231eb7e0b827,Small Large Product,moveis_decoracao,58,570,1,300,35,10,25,398.09
81a3d1dc085d3226530f23cd4af5030b,Unbranded Kids Toy Set,brinquedos,44,232,3,547,22,13,21,188.25
aa39d59b0fe9c8b0162f5d855833c97d,Ergonomic Sports Accessory,esporte_lazer,41,1414,1,250,22,26,16,109.01
5f896a5d3a7944fc986b28d1ecfe25e6,Rustic Large Product,cama_mesa_banho,32,121,1,1000,39,8,33,167.98
e297db380aba505a729f00cd61b149d9,Soft Kitchen Tool,utilidades_domesticas,54,1414,3,425,41,12,13,370.74
1d4be40226e19b6b8753d064ba5b94e0,Intelligent USB Adapter,informatica_acessorios,60,324,2,100,16,8,11,190.60
0a04f0225fa364dc9192421b1a3fb139,Wooden Kitchen Tool,utilidades_domesticas,58,735,1,6150,35,35,35,207.01
f000b8e179dc162f26046103cd109ea3,Intelligent Extra Large Product,moveis_decoracao,59,813,4,27350,100,20,20,238.47
ed9eb16f4c6751d893cde24a3284b281,Intelligent Standard Product,moveis_decoracao,48,438,1,100,22,6,11,299.56
3fa7fe855040269e26ef452c5679234e,Unbranded Extra Large Product,eletroportateis,46,3163,3,1025,37,26,29,33.45
6cd1945e89970ad5992f82541a227c36,Handmade Skin Care Set,beleza_saude,57,1536,1,1325,30,25,25,62.07
caf540627b7914ab734c86495fdc95ee,Licensed Extra Large Product,moveis_decoracao,54,769,1,13300,45,35,45,137.77
e8f487b9cb03fdb7daf2505822570853,Handmade Large Product,cama_mesa_banho,52,1413,1,875,20,22,27,327.55
70825a84db489dd1ab3f3cd35bb67604,Licensed USB Adapter,informatica_acessorios,60,1109,4,200,16,5,11,488.57
90375e3ead4149e7ce79f04c8f6c0545,Ergonomic Large Product,automotivo,63,1985,3,5900,35,12,20,323.15
7439223069be0c67de28ae02a2a13810,Sleek Standard Product,automotivo,60,1392,3,2800,36,3,24,482.94
4b70e5e2b965baa6e9bae5b0d8a54ef7,Frozen Kitchen Tool,utilidades_domesticas,44,595,1,950,30,30,30,344.73
d56c3ea4f42e37bc279359ab8ca16479,Small Compact Product,automotivo,60,651,1,100,16,3,11,405.25
cdcb7ac87f58c318640a7e7fded46a4e,Intelligent Extra Large Product,moveis_decoracao,57,789,2,17350,40,50,40,452.48
61be4e522756a21071b8a02c2650bd3e,Sleek Extra Large Product,moveis_quarto,45,941,1,8400,39,13,70,278.84
03c0275df9996ed2720b28488c7946d4,Unbranded Skin Care Set,beleza_saude,57,1649,1,300,22,5,15,235.45
9b89ab91efbb4750c39864ed0262711f,Rubber Kitchen Tool,utilidades_domesticas,57,80,2,1850,25,10,25,468.04
c326c16c4e67b3648c8992954d628795,Handmade Floral Perfume 30ml,perfumaria,50,646,2,500,20,14,22,284.55
f8f93700c26007f74716eca57d217cfd,Tasty Large Product,fashion_bolsas_e_acessorios,58,631,3,400,43,16,27,146.77
f6f66f6bb78ecbb86093da5be2f40304,Intelligent Large Product,moveis_decoracao,51,1750,4,2650,105,3,70,234.57
4f0a445aa70e0bcec25ba0ef7c7e863e,Sleek Kids Toy Set,brinquedos,56,723,3,1200,50,10,35,441.18
188d0b148e6d1c86faffe0d73c3f2dad,Fantastic Large Product,moveis_decoracao,25,249,2,7650,25,25,25,367.71
ad251378b8a5df8ebfca21e28cc01d6f,Refined Standard Product,relogios_presentes,50,448,1,250,16,11,11,48.72
e2c329a4516937ef4828102690ae669a,Fantastic Sports Accessory,esporte_lazer,56,854,1,1500,20,20,20,162.30
54775e8961e1b9875d235541a2048ddc,Refined Standard Product,automotivo,55,535,1,400,20,15,15,422.88
b3e62451b0073eb78f48426d3832b8d2,Frozen Kitchen Tool,utilidades_domesticas,55,1346,1,1950,25,23,21,183.14
74b37d6e66e61aa0e4a79209aa28ccf2,Sleek Standard Product,moveis_decoracao,48,2023,2,600,68,8,13,179.84
f4d18451e6c35980e6898e36dfd6fb55,Gorgeous Large Product,cama_mesa_banho,53,392,1,900,45,15,35,467.96
0116f3b947377cccf0135f8071b54d74,Incredible Sports Accessory,esporte_lazer,55,1381,4,1050,40,20,20,7.41
68a806c992c807c249f0a433a4e9a1f4,Rustic Large Product,moveis_decoracao,54,419,1,1400,40,10,40,105.76
d335945072dbe4531d77c761f7eb6324,Awesome Electronic Device,eletronicos,51,518,1,175,20,11,16,151.73
945657481c47ca039e25c6b061eb9744,Sleek Compact Product,consoles_games,54,595,1,150,19,4,11,60.72
d04260412d1933cf60238985c57b1749,Sleek Kids Toy Set,brinquedos,41,440,1,500,23,25,11,60.57
8ebd584f33b5fdca6428a5130d6e17d2,Incredible Standard Product,moveis_decoracao,45,1011,4,425,30,10,21,477.90
3d332427ec9de8802951c8fdd9b69029,Refined Extra Large Product,papelaria,60,301,10,800,35,30,35,472.57
348ea09800ea8b415f488cef882bb755,indigo Men's Shirt,fashion_roupa_masculina,31,712,2,750,20,20,20,411.87
ae21e20e39807ffbb4b976fd106b937c,Generic Kids Toy Set,brinquedos,44,1135,4,1300,25,25,20,173.48
74b68e3a8bb6c6528cf025d1549bc74a,Sleek Technical Book,livros_tecnicos,39,3658,1,1100,29,5,22,256.35
15d165bec0a8ecf3a213dfb0b891e715,Rustic Large Product,moveis_sala,49,287,2,4050,50,10,50,33.65
9472a43e0457615f2742ac021d769197,mint green Men's T-Shirt,fashion_roupa_masculina,40,1509,2,1900,35,6,45,377.96
d41abc00681320620cf860628356401f,Rustic Large Product,moveis_decoracao,42,360,2,1050,25,20,18,362.65
0603179793e4bf68b9dbdb4ba238a3b7,Small Large Product,cama_mesa_banho,58,1290,1,1150,43,7,30,6.92
4ee931ba1980085a969d498d63e69f72,Fantastic Large Product,cama_mesa_banho,43,158,1,650,31,13,20,389.93
00be617b58175bf207fd35910d5097a4,Licensed Large Product,cama_mesa_banho,52,396,1,900,45,15,35,25.03
322159ea16aa68e7bff8da4025d2fef8,Practical Large Product,malas_acessorios,46,210,1,3250,29,35,21,482.24
4dfffeaa9522a9ba71cdc9e7d43212d0,Refined Standard Product,fashion_bolsas_e_acessorios,29,808,1,100,16,5,16,258.47
09258106f546b38b0f817fc3aadf650b,Tasty Kids Toy Set,brinquedos,48,236,1,200,45,15,35,197.40
f7c9e1767903086a8dcffb1038b7e5b5,Sleek Sports Accessory,esporte_lazer,59,738,4,500,16,12,12,142.78
beec9bc2305d3372fa3b3133ba3fd644,Refined Extra Large Product,,,,,3000,40,40,40,136.89
9e18e70b32c00d98cc4cb4314dfef5dd,Handcrafted Extra Large Product,papelaria,34,245,3,1100,42,20,31,96.98
750d224957fab8388b6b2c7432c00e35,Generic Standard Product,pet_shop,41,593,3,250,30,10,15,469.99
9431a9c618106cc583ea8b3381047c0b,Intelligent Standard Product,ferramentas_jardim,58,1513,3,350,23,7,14,90.39
e3236035f7e0c05a72c94efd538abf1e,Fantastic Sports Accessory,esporte_lazer,42,1973,1,238,19,17,19,207.40
4da4a4fac1a443d1faea4555fae954eb,Sleek Sports Accessory,esporte_lazer,40,1140,1,7600,100,20,25,383.11
2632e16b0014b5afd885ac27e0042358,Handcrafted Woody Perfume 30ml,perfumaria,60,732,2,550,22,16,16,252.43
4ad6730f8bcd370ac72874397a1c1467,Small Standard Product,fashion_underwear_e_moda_praia,40,348,2,200,26,5,18,227.06
661b9f45d2c7838b67a935446b8a8fd7,Licensed Standard Product,relogios_presentes,25,863,3,200,20,8,11,428.56
afdb083178822a8d5ead45e3e69c9ebf,Practical Large Product,cama_mesa_banho,22,336,2,650,35,12,35,83.26
9116d72465bec45e9931216018aa5b2d,Handmade Standard Product,cama_mesa_banho,53,329,4,1150,40,5,30,238.53
3cb35b42508b97cb50eb1f1090c9d719,Sleek Skin Care Set,beleza_saude,47,2594,4,600,18,9,12,489.53
a52ed2fb26d435066d6613134afcb439,Incredible Standard Product,cama_mesa_banho,56,211,1,220,32,4,23,194.38
4de1da8993b44fb4a460de990da86db8,Licensed Kids Toy Set,brinquedos,42,1643,1,1900,34,35,29,180.20
4ecb2783e8ddc82d12ff22a32b7490c2,Small Skin Care Set,beleza_saude,44,3561,6,450,27,14,14,451.72
641aef802951b7cb93574143819fac79,Granite Kitchen Tool,utilidades_domesticas,45,953,2,650,35,20,25,139.80
c56400aa5823575d5a92a8f98077490a,Extra Large Plastic Office Furniture,moveis_escritorio,48,1043,1,9150,35,52,35,291.77
01e25be2c25019945382e057a8292e72,Refined Standard Product,cama_mesa_banho,59,330,1,1575,41,6,31,180.57
310b40ec41fbfc061e5309006482e68a,Practical General Interest Book,livros_interesse_geral,59,179,1,500,18,16,16,18.68
4bbf316ae7ff594890e582c054a6213e,Incredible Large Product,moveis_decoracao,60,829,4,1275,35,13,23,43.15
6b7c7bc412636b6e82fbb11eb157df21,Practical Extra Large Product,cama_mesa_banho,25,306,1,1300,40,35,40,32.63
78af039af208ab37d0c1d03faff0866f,Practical Extra Large Product,moveis_decoracao,45,677,1,1750,35,45,35,439.96
9373cd8d23754193eb73e734128d55bf,Fantastic Large Product,cama_mesa_banho,59,619,2,850,55,7,34,193.33
c9bac0c94feb0cf8a975bcd42f9e276b,Rustic Standard Product,casa_construcao,29,791,1,125,16,11,14,276.62
ca753b1e379d59868172ac9d8d62d14f,Gorgeous Large Product,malas_acessorios,53,220,1,1000,46,10,34,403.40
1f50c7757334d6acef5e3c5fa64eb3c7,Sleek Large Product,moveis_decoracao,40,406,3,700,24,19,22,472.12
37c30504e77191e93709b3e44e5393d0,Soft Baby Care Item,bebes,59,547,1,300,20,2,20,396.49
c9a723361582704a087fcf8bdbe4a460,Sleek Extra Large Product,moveis_cozinha_area_de_servico_jantar_e_jardim,41,2017,7,15300,30,100,25,319.47
afb19e2ebc7fc0880decbce5f2fcd6dc,Practical Kids Toy Set,brinquedos,55,370,3,450,38,11,24,445.71
dec4cd5561ffdae063f94385555a5683,Sleek Large Product,relogios_presentes,37,340,3,1000,27,15,25,31.81
e572ef4db3ee1a8e900245a31184783a,Sleek Standard Product,cool_stuff,11,228,3,1500,23,15,15,494.71
bd0c8fe7ca76c396baeb6968121eb825,Incredible Compact Product,fashion_bolsas_e_acessorios,60,1664,7,150,17,2,19,57.36
48cf041a87beac458328d395d035515a,silver Phone Case,telefonia,58,428,2,150,19,4,11,203.64
fcd3383d6f4f1c10260d479342c4fd54,white Phone Case,telefonia,58,818,6,150,17,4,12,476.24
b7d94dc0640c7025dc8e3b46b52d8239,Tasty USB Adapter,informatica_acessorios,59,636,1,800,35,12,15,176.36
fb8d71b8750a9bb47e7f71434deb437d,Generic Sports Accessory,esporte_lazer,58,1314,1,200,18,8,14,221.12
dbbaf4c939ff935365a67aee70c9b42a,Fantastic Standard Product,cool_stuff,47,558,1,1033,28,16,17,163.08
531875d56f35380c3a6c52d9c3b005f6,Small Skin Care Set,beleza_saude,38,207,1,350,16,7,16,432.92
917f6830695aa0ef49bbba69315a4b5d,Unbranded Standard Product,construcao_ferramentas_construcao,15,314,1,4050,19,19,19,83.66
c36100652b59546fcd8fff467dc29519,Sleek Standard Product,relogios_presentes,47,732,2,140,18,16,16,73.52
446e4aaabb7fbea797d25845c8ab50f4,Rustic USB Adapter,informatica_acessorios,59,411,1,100,13,10,11,143.21
12e3a68b273ba72f5b5d7bbf73bd16be,Soft Kitchen Tool,utilidades_domesticas,54,1627,1,6100,22,26,22,23.27
36eece49385945a72f46e8edc9a56e42,Sleek Standard Product,automotivo,32,1214,1,1036,20,11,13,372.55
a4ea23e4c7a6ea7b4106779177221ce7,Intelligent USB Adapter,informatica_acessorios,40,2755,5,200,20,10,15,131.27
d656fadaaa736b38039b6b92c7bcb5de,Unbranded Standard Product,moveis_decoracao,58,1211,1,600,25,8,25,89.68
7285e977b36a2243203636b240772c5e,Practical Standard Product,,,,,400,25,8,11,498.31
58c41dff5d439e3f6260765550748762,Generic Skin Care Set,beleza_saude,55,843,1,1600,47,18,26,491.51
b842a6c9c2c51a699729d378d8d674fc,Incredible Compact Product,fashion_bolsas_e_acessorios,51,48,1,200,16,2,11,383.95
cbe952607a2215211502095c631ea179,Refined Large Product,cool_stuff,42,268,3,700,47,8,30,250.05
753d279facc7d9ca90f2e8bfb2bab052,Concrete Kitchen Tool,utilidades_domesticas,52,485,3,600,16,12,12,344.76
079f8274f5cca61e595fc11c5fd3aa2f,Fantastic Compact Product,automotivo,60,1119,2,550,16,5,11,125.56
c0b5d7ccbcf724a9ad7c8c8f6a896959,Handcrafted Electronic Device,eletronicos,42,294,1,250,21,7,14,474.46
6d066313ce43d3ed9fdfa17b4fb69baa,Gentle Baby Care Item,bebes,31,4,2,855,36,23,28,20.48
41ca153cf03e7b597a7b872ac78cad69,cyan Phone Case,telefonia,58,734,3,250,17,4,12,446.43
eaa26a34984cbfedc19b1e45f09f3c9a,Intelligent Standard Product,cool_stuff,49,214,2,422,18,12,15,197.98
059ca09d32720d9adce3ae12e181339d,Intelligent Citrus Perfume 30ml,perfumaria,50,676,1,426,20,16,17,319.99
975828c8db28051cee10ac26b418430a,Intelligent Standard Product,fashion_bolsas_e_acessorios,30,227,2,200,16,8,11,57.13
98b22c1129886cbd7fcae69d1c93e442,Fantastic Standard Product,cama_mesa_banho,57,188,1,1350,44,2,35,274.47
3207a174f3e42a042883848bbbf6fdf8,Small USB Adapter,informatica_acessorios,38,484,1,500,32,12,20,332.39
f06eacf8d7279dfb3018a75f7ce08840,Ergonomic Large Product,automotivo,52,561,2,900,56,12,16,308.01
7f61bd19ec09e7fe8a9fa226b516e6cd,Tasty Extra Large Product,telefonia_fixa,51,537,1,850,43,30,33,473.57
30710ef7a45eef1ce593ebd6bb498bbc,Small Extra Large Product,malas_acessorios,57,2118,2,1150,30,50,40,237.97
22c28492de598515578d252acb18e21b,Rubber Kitchen Tool,utilidades_domesticas,57,609,1,727,21,19,22,6.91
9269d6409ec9f19cad883b2c1aa206d9,Steel Kitchen Tool,utilidades_domesticas,43,731,1,9750,42,28,33,52.08
e316e2909614743a28695b701bca9d39,Intelligent Sports Accessory,esporte_lazer,43,240,1,4750,19,18,18,201.07
a3b46e392953235f9337a0a56f933ffa,Gorgeous Large Product,malas_acessorios,38,242,1,700,45,10,31,432.21
bc79c7b682c43251149b8546f189e646,Generic Large Product,cama_mesa_banho,54,123,2,300,50,8,34,259.32
d4aa58256bbb9d82f5ea35acccf1a1eb,Rustic Electronic Device,eletronicos,48,401,2,128,25,13,18,237.02
d00bce745bd975885049ee1b125ce4ea,Rustic Standard Product,consoles_games,25,687,3,175,19,12,17,411.68
5c61329e1b7e18310bbc294c17cd47bb,Small Kids Toy Set,brinquedos,31,936,9,250,18,16,16,197.50
f0f25035bed5ba1a75a678c0f9f09190,Refined Standard Product,moveis_decoracao,58,733,1,1300,34,6,26,81.86
778602b15c75fe9eab7692fc81fb3ca1,Licensed Skin Care Set,beleza_saude,57,417,3,200,16,2,11,165.39
ee104243151384e66a6758c637d7c096,Incredible Skin Care Set,beleza_saude,41,1309,1,1350,16,87,18,486.81
986870b9985d95ef6205bae1953a61a5,Intelligent Large Product,moveis_decoracao,50,646,1,300,16,30,20,114.28
ee33a2ccba10e33e8184c1b7be9ecf7d,Awesome Standard Product,telefonia_fixa,52,414,2,200,19,5,11,151.56
db8c9fec8be4ec050d0cee6a1e06a3c6,Incredible USB Adapter,informatica_acessorios,57,123,1,300,50,5,20,465.08
cbdb9bf611328898bd4b32a384506b3a,Extra Large Concrete Office Furniture,moveis_escritorio,26,945,1,12700,55,70,18,353.83
e5b1f66dbce509c58fa37ff08428f91d,Licensed Standard Product,consoles_games,60,1511,4,665,16,17,16,55.43
a632b5621f2a0e69800b6d491f5a20e9,Licensed Electronic Device,eletronicos,53,3100,1,800,20,20,20,298.02
d3fa833c2316e10ef73de032c989e814,Handcrafted Kids Toy Set,brinquedos,49,691,2,400,30,11,18,353.88
7ac0d3f8ac5b60c13d74b02b8cbb4623,Incredible Large Product,pet_shop,40,1110,6,1050,20,17,25,105.45
71040c7f50609abf6865f4429f8b1035,Generic Skin Care Set,beleza_saude,56,3900,1,3450,30,30,16,57.46
add20623e743c90cefc65db803efa18e,Licensed Floral Perfume 100ml,perfumaria,59,852,2,400,16,7,20,371.94
0a10747b677a2f5efd58f827f072f27f,Licensed Standard Product,cool_stuff,51,461,2,900,20,15,15,489.16
bb58bcac750d6060319c4e89b560f7f1,Awesome Large Product,construcao_ferramentas_construcao,46,899,2,900,26,23,26,74.78
f5195736fa7a5ef076d923c03675184a,Tasty Extra Large Product,automotivo,48,527,1,8450,45,25,45,427.78
04867a0efbf0779b221235559860b9b8,Gorgeous Compact Product,relogios_presentes,41,673,4,150,16,2,11,215.16
17823ffd2de8234f0e885a71109613a4,Licensed Large Product,,,,,3750,42,20,24,56.90
5eeb7a5563e8de6571e6ef18a65477c8,Practical Skin Care Set,beleza_saude,60,644,2,300,16,4,20,204.39
96cfc72c759891226dacf3dfb303d6c1,Refined Standard Product,fashion_bolsas_e_acessorios,59,676,4,200,17,9,17,436.44
b1b79859f1babe1145fdd1b24eabb217,Incredible Sports Accessory,esporte_lazer,40,1978,1,100,16,16,16,488.20
bd2208216bc0c202640ae18c57e0f483,Practical Skin Care Set,beleza_saude,57,651,1,700,16,16,16,405.37
729c55b4509d36c18b86f0bacc17ca5d,olive Phone Case,telefonia,58,702,6,250,18,4,12,299.87
09b069a1846b0e666a398952c8ba1605,Practical Sports Accessory,esporte_lazer,50,3129,1,350,18,8,14,309.00
36c554eb2e204a1db6000ed146c9fbde,Ergonomic Standard Product,automotivo,50,1518,2,170,19,14,17,73.63
5a1a5bb0e9e3dbd18e6d8d3c326d3fed,Gorgeous Large Product,cama_mesa_banho,55,249,1,850,38,10,38,222.65
a4ec3aca85c0421e2cd607dc03162791,Cotton Kitchen Tool,utilidades_domesticas,27,570,3,3500,51,8,35,364.33
6fd27cf8e62ea370a010743ce145f802,Soft Baby Care Item,bebes,55,927,3,320,18,14,16,167.21
d57afe143925aa9890073159f1e99ad2,Unbranded Compact Product,relogios_presentes,54,438,1,250,16,2,11,305.06
1e15e15a2cf0210505c942496b19c917,Cotton Kitchen Tool,utilidades_domesticas,44,475,1,700,45,16,16,467.35
543afaf83c3e39a4c4a6df503b65ff58,Unbranded Large Product,automotivo,29,374,1,10400,40,20,30,285.15
6ae4d45dedc378571b9c404275008674,Rustic Standard Product,pet_shop,49,1561,2,500,20,18,20,42.66
2ef3d8599453e1d96a0adc55fa90ba91,Gorgeous Extra Large Product,pet_shop,55,1143,2,1600,50,20,40,373.19
22a4657fae391d977b8dfe09b590ee6c,Fantastic Large Product,construcao_ferramentas_jardim,35,2228,1,2250,33,33,20,410.31
2515eea3c60c67ecbb38b2f6b72733a3,Gentle Baby Care Item,bebes,14,268,2,1100,30,5,45,117.74
0176300ac9900e260f35fbddd71c6d92,Ergonomic Household Appliance,eletrodomesticos,59,161,1,200,27,12,17,452.91
8f4b17412563c9aef144af0d2b3745f4,Rustic Extra Large Product,papelaria,52,1652,4,29000,50,50,30,48.04
32edb2bfa4cfffed1e335945b86bc872,Licensed Extra Large Product,cama_mesa_banho,54,583,1,5350,16,50,40,153.46
23f52db82a2a0f55b0a1c1ae5b696013,Licensed Skin Care Set,beleza_saude,29,1114,1,1600,50,16,40,278.24
09c083c98ccb0062e23ddfa6f70adf13,Sleek Large Product,cama_mesa_banho,53,669,1,600,30,12,23,325.87
ee44bbb5a0629d88932b9b6fbadc5354,Sleek Standard Product,automotivo,60,270,1,250,16,6,16,32.60
e20e8fa3a50b1774e52b89664b3b6ddd,Refined Sports Accessory,esporte_lazer,44,454,1,628,17,25,14,118.26
96e7e4dc5b1964302aa4e183c428f925,Metal Kitchen Tool,utilidades_domesticas,36,308,1,5800,40,39,45,364.35
33c4b54c2a3e60ac5beb217d833d9f52,Licensed Large Product,ferramentas_jardim,59,986,5,1650,30,23,20,438.37
